"duree","historique","objet","montant","epargne","anciennete_emploi","taux_endettement","statut","autres_debiteurs","domicile","biens","age","credit_exterieur","logement","emploi","nombre_personnes","telephone","cible","compte","nombre_credit","travailleur_etranger"
18,"compte critique /autres credits existants (pas dans cette banque)","vacances",1864,"comprise entre 100 et 500 ","compris entre 1 et 4 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","immobilier",30,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","pas de compte courant","2 credits","oui"
60,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",7408,"comprise entre 100 et 500 ","inferieur a 1 an","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","assurance-vie",24,"aucun credit","proprietaire","cadres","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
48,"compte critique /autres credits existants (pas dans cette banque)","voiture (utilise)",11590,"comprise entre 100 et 500 ","compris entre 1 et 4 ans","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","voiture ou autre",24,"banque ","locataire","non qualifie","1 personne","sans telephone","credit avec impaye","pas de compte courant","2 credits","oui"
24,"aucun credit pris /tous les credits ont ete rembourses","radio / television",4110,"inferieur a 100 ","superieur a 7 ans","compris entre 25% et 35%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",23,"banque ","locataire","employe qualifie / fonctionnaire ","2 personne","sans telephone","credit avec impaye","inferieur a 0 ","2 credits","oui"
6,"compte critique /autres credits existants (pas dans cette banque)","radio / television",3384,"inferieur a 100 ","compris entre 1 et 4 ans","inferieur a 20%","homme:divorce/separe","aucun","superieur a 7 ans","immobilier",44,"aucun credit","locataire","cadres","1 personne","avec telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
13,"credits deja rembourses jusqu'a maintenant","appareils menagers",2101,"inferieur a 100 ","inferieur a 1 an","compris entre 20% et 25%","femme:divorcee/separee/mariee","garant","superieur a 7 ans","assurance-vie",23,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
15,"credits deja rembourses jusqu'a maintenant","reparations",1275,"compte d'epargne inconnu / non","compris entre 1 et 4 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","voiture ou autre",24,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
24,"credits deja rembourses jusqu'a maintenant","radio / television",4169,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","assurance-vie",28,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
10,"credits deja rembourses jusqu'a maintenant","radio / television",1521,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","homme:divorce/separe","aucun","compris entre 1 et 4 ans","voiture ou autre",31,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
24,"compte critique /autres credits existants (pas dans cette banque)","vacances",5743,"inferieur a 100 ","inferieur a 1 an","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","inconnu / pas de propriete",24,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","2 credits","oui"
21,"credits deja rembourses jusqu'a maintenant","radio / television",3599,"inferieur a 100 ","compris entre 4 et 7 ans","inferieur a 20%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","voiture ou autre",26,"aucun credit","locataire","non qualifie","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
18,"credits deja rembourses jusqu'a maintenant","appareils menagers",3213,"comprise entre 500 et 1000 ","inferieur a 1 an","inferieur a 20%","homme: marie/veuf","aucun","compris entre 4 et 7 ans","immobilier",25,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
18,"credits deja rembourses jusqu'a maintenant","business",4439,"inferieur a 100 ","superieur a 7 ans","inferieur a 20%","celibataire","co-demandeur","inferieur a 1 an","immobilier",33,"banque ","proprietaire","cadres","1 personne","avec telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
10,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",3949,"inferieur a 100 ","inferieur a 1 an","inferieur a 20%","celibataire","garant","inferieur a 1 an","assurance-vie",37,"aucun credit","proprietaire","non qualifie","2 personne","sans telephone","credit bien rembourse","superieur ou egale a 200 ","1 credit","oui"
15,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",1459,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","voiture ou autre",43,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
13,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",882,"inferieur a 100 ","inferieur a 1 an","superieur a 35%","celibataire","garant","superieur a 7 ans","immobilier",23,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","2 credits","oui"
24,"credits deja rembourses jusqu'a maintenant","appareils menagers",3758,"comprise entre 500 et 1000 ","sans emploi","inferieur a 20%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","inconnu / pas de propriete",23,"aucun credit","locataire","sans emploi","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
6,"retard dans le paiement dans le passe","business",1743,"comprise entre 100 et 500 ","compris entre 1 et 4 ans","inferieur a 20%","celibataire","aucun","compris entre 1 et 4 ans","immobilier",34,"aucun credit","proprietaire","non qualifie","1 personne","sans telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
9,"compte critique /autres credits existants (pas dans cette banque)","vacances",1136,"superieur a 1000 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","compris entre 4 et 7 ans","inconnu / pas de propriete",32,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","2 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","2 credits","oui"
9,"credits deja rembourses jusqu'a maintenant","reparations",1236,"inferieur a 100 ","inferieur a 1 an","inferieur a 20%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","immobilier",23,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
9,"credits deja rembourses jusqu'a maintenant","radio / television",959,"inferieur a 100 ","compris entre 1 et 4 ans","inferieur a 20%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","voiture ou autre",29,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","non"
18,"compte critique /autres credits existants (pas dans cette banque)","voiture (utilise)",3229,"compte d'epargne inconnu / non","sans emploi","compris entre 20% et 25%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",38,"aucun credit","proprietaire","cadres","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
12,"aucun credit pris /tous les credits ont ete rembourses","appareils menagers",6199,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","compris entre 1 et 4 ans","assurance-vie",28,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit avec impaye","inferieur a 0 ","2 credits","oui"
10,"credits deja rembourses jusqu'a maintenant","vacances",727,"comprise entre 500 et 1000 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",46,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
24,"credits deja rembourses jusqu'a maintenant","voiture (nouveau)",1246,"inferieur a 100 ","inferieur a 1 an","superieur a 35%","celibataire","aucun","compris entre 1 et 4 ans","immobilier",23,"etablissements de credit","proprietaire","non qualifie","1 personne","sans telephone","credit avec impaye","compris entre 0 et 200 ","1 credit","oui"
12,"compte critique /autres credits existants (pas dans cette banque)","appareils menagers",2331,"compte d'epargne inconnu / non","superieur a 7 ans","inferieur a 20%","celibataire","co-demandeur","superieur a 7 ans","immobilier",49,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
36,"retard dans le paiement dans le passe","appareils menagers",4463,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","compris entre 1 et 4 ans","voiture ou autre",26,"aucun credit","proprietaire","cadres","1 personne","avec telephone","credit avec impaye","pas de compte courant","2 credits","oui"
12,"credits deja rembourses jusqu'a maintenant","appareils menagers",776,"inferieur a 100 ","compris entre 1 et 4 ans","superieur a 35%","homme: marie/veuf","aucun","compris entre 1 et 4 ans","immobilier",28,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
30,"credits deja rembourses jusqu'a maintenant","radio / television",2406,"inferieur a 100 ","compris entre 4 et 7 ans","superieur a 35%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","immobilier",23,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
18,"credits deja rembourses jusqu'a maintenant","vacances",1239,"compte d'epargne inconnu / non","compris entre 1 et 4 ans","superieur a 35%","celibataire","aucun","superieur a 7 ans","inconnu / pas de propriete",61,"aucun credit","logement gratuit","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","compris entre 0 et 200 ","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","appareils menagers",3399,"compte d'epargne inconnu / non","superieur a 7 ans","compris entre 20% et 25%","celibataire","aucun","compris entre 4 et 7 ans","voiture ou autre",37,"aucun credit","proprietaire","cadres","1 personne","sans telephone","credit bien rembourse","superieur ou egale a 200 ","1 credit","oui"
12,"retard dans le paiement dans le passe","voiture (nouveau)",2247,"inferieur a 100 ","compris entre 1 et 4 ans","compris entre 20% et 25%","femme:divorcee/separee/mariee","aucun","compris entre 1 et 4 ans","voiture ou autre",36,"etablissements de credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","superieur ou egale a 200 ","2 credits","oui"
6,"credits deja rembourses jusqu'a maintenant","radio / television",1766,"inferieur a 100 ","compris entre 1 et 4 ans","inferieur a 20%","homme: marie/veuf","aucun","compris entre 1 et 4 ans","assurance-vie",21,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
18,"credits deja rembourses jusqu'a maintenant","radio / television",2473,"inferieur a 100 ","sans emploi","superieur a 35%","celibataire","aucun","inferieur a 1 an","voiture ou autre",25,"aucun credit","proprietaire","sans emploi","1 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
12,"credits deja rembourses jusqu'a maintenant","business",1542,"inferieur a 100 ","compris entre 4 et 7 ans","compris entre 20% et 25%","celibataire","aucun","superieur a 7 ans","voiture ou autre",36,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","avec telephone","credit bien rembourse","pas de compte courant","1 credit","oui"
18,"compte critique /autres credits existants (pas dans cette banque)","voiture (utilise)",3850,"inferieur a 100 ","compris entre 4 et 7 ans","compris entre 25% et 35%","celibataire","aucun","inferieur a 1 an","voiture ou autre",27,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","pas de compte courant","2 credits","oui"
18,"credits deja rembourses jusqu'a maintenant","radio / television",3650,"inferieur a 100 ","inferieur a 1 an","inferieur a 20%","femme:divorcee/separee/mariee","aucun","superieur a 7 ans","voiture ou autre",22,"aucun credit","locataire","employe qualifie / fonctionnaire ","1 personne","sans telephone","credit bien rembourse","inferieur a 0 ","1 credit","oui"
36,"credits deja rembourses jusqu'a maintenant","radio / television",3446,"inferieur a 100 ","superieur a 7 ans","superieur a 35%","celibataire","aucun","compris entre 1 et 4 ans","voiture ou autre",42,"aucun credit","proprietaire","employe qualifie / fonctionnaire ","2 personne","sans telephone","credit avec impaye","inferieur a 0 ","1 credit","oui"
