duree,historique,objet,montant,epargne,anciennete_emploi,taux_endettement,statut,autres_debiteurs,domicile,biens,age,credit_exterieur,logement,emploi,nombre_personnes,telephone,cible,compte,nombre_credit,travailleur_etranger
36,retard dans le paiement dans le passe,appareils menagers,4463.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,26.0,aucun credit,proprietaire,cadres,1 personne,avec telephone,credit avec impaye,pas de compte courant,2 credits,oui
12,credits deja rembourses jusqu'a maintenant,appareils menagers,776.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,homme: marie/veuf,aucun,compris entre 1 et 4 ans,immobilier,28.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
30,credits deja rembourses jusqu'a maintenant,radio / television,2406.0,inferieur a 100,compris entre 4 et 7 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,immobilier,23.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
18,credits deja rembourses jusqu'a maintenant,vacances,1239.0,compte d'epargne inconnu / non,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,61.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
12,credits deja rembourses jusqu'a maintenant,appareils menagers,3399.0,compte d'epargne inconnu / non,superieur a 7 ans,compris entre 20% et 25%,celibataire,aucun,compris entre 4 et 7 ans,voiture ou autre,37.0,aucun credit,proprietaire,cadres,1 personne,sans telephone,credit bien rembourse,superieur ou egale a 200,1 credit,oui
12,retard dans le paiement dans le passe,voiture (nouveau),2247.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,voiture ou autre,36.0,etablissements de credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,superieur ou egale a 200,2 credits,oui
6,credits deja rembourses jusqu'a maintenant,radio / television,1766.0,inferieur a 100,compris entre 1 et 4 ans,inferieur a 20%,homme: marie/veuf,aucun,compris entre 1 et 4 ans,assurance-vie,21.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
18,credits deja rembourses jusqu'a maintenant,radio / television,2473.0,inferieur a 100,sans emploi,superieur a 35%,celibataire,aucun,inferieur a 1 an,voiture ou autre,25.0,aucun credit,proprietaire,sans emploi,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
12,credits deja rembourses jusqu'a maintenant,business,1542.0,inferieur a 100,compris entre 4 et 7 ans,compris entre 20% et 25%,celibataire,aucun,superieur a 7 ans,voiture ou autre,36.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
18,compte critique /autres credits existants (pas dans cette banque),voiture (utilise),3850.0,inferieur a 100,compris entre 4 et 7 ans,compris entre 25% et 35%,celibataire,aucun,inferieur a 1 an,voiture ou autre,27.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
18,credits deja rembourses jusqu'a maintenant,radio / television,3650.0,inferieur a 100,inferieur a 1 an,inferieur a 20%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,22.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,inferieur a 0,1 credit,oui
36,credits deja rembourses jusqu'a maintenant,radio / television,3446.0,inferieur a 100,superieur a 7 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,42.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,2 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
18,credits deja rembourses jusqu'a maintenant,radio / television,3001.0,inferieur a 100,compris entre 4 et 7 ans,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,immobilier,40.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
36,credits deja rembourses jusqu'a maintenant,voiture (nouveau),3079.0,compte d'epargne inconnu / non,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,immobilier,36.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
18,compte critique /autres credits existants (pas dans cette banque),appareils menagers,6070.0,inferieur a 100,superieur a 7 ans,compris entre 25% et 35%,celibataire,aucun,superieur a 7 ans,voiture ou autre,33.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,2 credits,oui
10,compte critique /autres credits existants (pas dans cette banque),radio / television,2146.0,inferieur a 100,inferieur a 1 an,inferieur a 20%,femme:divorcee/separee/mariee,aucun,compris entre 4 et 7 ans,immobilier,23.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
42,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),7870.5,compte d'epargne inconnu / non,superieur a 7 ans,compris entre 20% et 25%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,63.0,banque,logement gratuit,cadres,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
42,tous les credits de cette banque ont ete rembourses,mobilier / equipement,7870.5,comprise entre 100 et 500,superieur a 7 ans,compris entre 25% et 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,inconnu / pas de propriete,60.0,banque,logement gratuit,cadres,1 personne,avec telephone,credit avec impaye,compris entre 0 et 200,2 credits,oui
42,tous les credits de cette banque ont ete rembourses,business,7685.0,inferieur a 100,compris entre 4 et 7 ans,compris entre 20% et 25%,femme:divorcee/separee/mariee,garant,superieur a 7 ans,voiture ou autre,37.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,inferieur a 0,1 credit,oui
18,retard dans le paiement dans le passe,appareils menagers,2320.0,inferieur a 100,sans emploi,compris entre 20% et 25%,homme: marie/veuf,aucun,compris entre 4 et 7 ans,immobilier,34.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
7,retard dans le paiement dans le passe,appareils menagers,846.0,compte d'epargne inconnu / non,superieur a 7 ans,compris entre 25% et 35%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,36.0,aucun credit,logement gratuit,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
36,credits deja rembourses jusqu'a maintenant,voiture (nouveau),7870.5,inferieur a 100,superieur a 7 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,inconnu / pas de propriete,57.0,aucun credit,logement gratuit,cadres,1 personne,avec telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
6,compte critique /autres credits existants (pas dans cette banque),voiture (nouveau),362.0,comprise entre 100 et 500,compris entre 1 et 4 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,52.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
20,credits deja rembourses jusqu'a maintenant,radio / television,2212.0,compte d'epargne inconnu / non,compris entre 4 et 7 ans,superieur a 35%,celibataire,aucun,superieur a 7 ans,voiture ou autre,39.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,inferieur a 0,1 credit,oui
18,credits deja rembourses jusqu'a maintenant,voiture (utilise),7870.5,inferieur a 100,sans emploi,compris entre 25% et 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,inconnu / pas de propriete,38.0,aucun credit,logement gratuit,cadres,1 personne,avec telephone,credit avec impaye,compris entre 0 et 200,1 credit,oui
22,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1283.0,compte d'epargne inconnu / non,compris entre 4 et 7 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,assurance-vie,25.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
12,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1330.0,inferieur a 100,inferieur a 1 an,superieur a 35%,celibataire,aucun,inferieur a 1 an,immobilier,26.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,superieur ou egale a 200,1 credit,oui
30,retard dans le paiement dans le passe,business,4272.0,comprise entre 100 et 500,compris entre 1 et 4 ans,compris entre 20% et 25%,celibataire,aucun,compris entre 1 et 4 ans,assurance-vie,26.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
18,compte critique /autres credits existants (pas dans cette banque),appareils menagers,2238.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 20% et 25%,femme:divorcee/separee/mariee,aucun,inferieur a 1 an,voiture ou autre,25.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
18,credits deja rembourses jusqu'a maintenant,appareils menagers,1126.0,compte d'epargne inconnu / non,inferieur a 1 an,superieur a 35%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,immobilier,21.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
18,compte critique /autres credits existants (pas dans cette banque),radio / television,7374.0,inferieur a 100,sans emploi,superieur a 35%,celibataire,aucun,superieur a 7 ans,assurance-vie,40.0,etablissements de credit,proprietaire,cadres,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,2 credits,oui
15,compte critique /autres credits existants (pas dans cette banque),business,2326.0,comprise entre 500 et 1000,compris entre 1 et 4 ans,compris entre 20% et 25%,celibataire,aucun,superieur a 7 ans,voiture ou autre,27.0,banque,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
9,credits deja rembourses jusqu'a maintenant,business,1449.0,inferieur a 100,compris entre 4 et 7 ans,compris entre 25% et 35%,femme:divorcee/separee/mariee,aucun,compris entre 1 et 4 ans,voiture ou autre,27.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
18,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1820.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 20% et 25%,homme: marie/veuf,aucun,compris entre 1 et 4 ans,assurance-vie,30.0,aucun credit,proprietaire,cadres,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
12,credits deja rembourses jusqu'a maintenant,radio / television,983.0,superieur a 1000,inferieur a 1 an,inferieur a 20%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,immobilier,19.0,aucun credit,locataire,non qualifie,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
36,credits deja rembourses jusqu'a maintenant,voiture (nouveau),3249.0,inferieur a 100,compris entre 4 et 7 ans,compris entre 20% et 25%,celibataire,aucun,superieur a 7 ans,inconnu / pas de propriete,39.0,banque,logement gratuit,cadres,2 personne,avec telephone,credit bien rembourse,inferieur a 0,1 credit,oui
6,compte critique /autres credits existants (pas dans cette banque),appareils menagers,1957.0,inferieur a 100,compris entre 4 et 7 ans,inferieur a 20%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,voiture ou autre,31.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,inferieur a 0,1 credit,oui
9,compte critique /autres credits existants (pas dans cette banque),radio / television,2406.0,inferieur a 100,sans emploi,compris entre 20% et 25%,celibataire,aucun,compris entre 4 et 7 ans,voiture ou autre,31.0,aucun credit,proprietaire,cadres,1 personne,sans telephone,credit bien rembourse,pas de compte courant,1 credit,oui
39,retard dans le paiement dans le passe,vacances,7870.5,comprise entre 100 et 500,compris entre 4 et 7 ans,compris entre 20% et 25%,celibataire,aucun,compris entre 4 et 7 ans,inconnu / pas de propriete,32.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,compris entre 0 et 200,1 credit,oui
12,credits deja rembourses jusqu'a maintenant,radio / television,2578.0,inferieur a 100,sans emploi,compris entre 25% et 35%,femme:divorcee/separee/mariee,aucun,superieur a 7 ans,inconnu / pas de propriete,55.0,aucun credit,logement gratuit,cadres,1 personne,sans telephone,credit bien rembourse,inferieur a 0,1 credit,oui
36,compte critique /autres credits existants (pas dans cette banque),radio / television,2348.0,inferieur a 100,compris entre 1 et 4 ans,compris entre 25% et 35%,homme: marie/veuf,aucun,compris entre 1 et 4 ans,assurance-vie,46.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,inferieur a 0,2 credits,oui
12,credits deja rembourses jusqu'a maintenant,voiture (nouveau),1223.0,inferieur a 100,superieur a 7 ans,inferieur a 20%,homme:divorce/separe,aucun,inferieur a 1 an,immobilier,46.0,aucun credit,locataire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit avec impaye,compris entre 0 et 200,2 credits,oui
24,compte critique /autres credits existants (pas dans cette banque),appareils menagers,1516.0,superieur a 1000,compris entre 1 et 4 ans,superieur a 35%,femme:divorcee/separee/mariee,aucun,inferieur a 1 an,immobilier,43.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
18,credits deja rembourses jusqu'a maintenant,appareils menagers,1473.0,inferieur a 100,inferieur a 1 an,compris entre 25% et 35%,homme: marie/veuf,aucun,superieur a 7 ans,immobilier,39.0,aucun credit,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit bien rembourse,pas de compte courant,1 credit,oui
18,compte critique /autres credits existants (pas dans cette banque),business,1887.0,compte d'epargne inconnu / non,compris entre 1 et 4 ans,superieur a 35%,homme: marie/veuf,aucun,superieur a 7 ans,immobilier,28.0,banque,proprietaire,employe qualifie / fonctionnaire,1 personne,sans telephone,credit bien rembourse,compris entre 0 et 200,2 credits,oui
24,retard dans le paiement dans le passe,business,7870.5,inferieur a 100,inferieur a 1 an,compris entre 20% et 25%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,27.0,banque,proprietaire,employe qualifie / fonctionnaire,1 personne,avec telephone,credit avec impaye,pas de compte courant,2 credits,oui
14,retard dans le paiement dans le passe,voiture (nouveau),802.0,inferieur a 100,compris entre 1 et 4 ans,superieur a 35%,celibataire,aucun,compris entre 1 et 4 ans,voiture ou autre,27.0,aucun credit,proprietaire,non qualifie,1 personne,sans telephone,credit bien rembourse,pas de compte courant,2 credits,oui
